x-axis,1,2
second,Volt,Volt
+1.5400000E+00,,
+1.5407031E+00,,
+1.5414063E+00,,
+1.5421094E+00,,
+1.5428125E+00,,
+1.5435156E+00,,
+1.5442188E+00,+454.3122E-03,+713.2331E-03
+1.5449219E+00,+454.3122E-03,+704.7462E-03
+1.5456250E+00,+454.4239E-03,+699.1069E-03
+1.5463281E+00,+454.8147E-03,+695.7009E-03
+1.5470313E+00,+454.8147E-03,+689.5033E-03
+1.5477344E+00,+454.8147E-03,+684.3665E-03
+1.5484375E+00,+454.8147E-03,+677.7222E-03
+1.5491406E+00,+454.9264E-03,+667.2811E-03
+1.5498438E+00,+455.3172E-03,+658.6825E-03
+1.5505469E+00,+455.3172E-03,+655.4999E-03
+1.5512500E+00,+455.4289E-03,+653.0432E-03
+1.5519531E+00,+455.8197E-03,+648.2414E-03
+1.5526563E+00,+455.9314E-03,+640.3687E-03
+1.5533594E+00,+456.3222E-03,+631.8819E-03
+1.5540625E+00,+456.4339E-03,+625.1259E-03
+1.5547656E+00,+456.8247E-03,+618.2582E-03
+1.5554688E+00,+456.8247E-03,+614.0706E-03
+1.5561719E+00,+456.8247E-03,+610.3855E-03
+1.5568750E+00,+456.9364E-03,+604.2437E-03
+1.5575781E+00,+457.3273E-03,+597.3760E-03
+1.5582813E+00,+457.3273E-03,+590.0058E-03
+1.5589844E+00,+457.4389E-03,+584.8690E-03
+1.5596875E+00,+457.8298E-03,+579.7881E-03
+1.5603906E+00,+457.8298E-03,+576.6055E-03
+1.5610938E+00,+457.8298E-03,+573.9254E-03
+1.5617969E+00,+457.9414E-03,+568.2303E-03
+1.5625000E+00,+458.3323E-03,+560.3017E-03
+1.5632031E+00,+458.3323E-03,+553.6574E-03
+1.5639063E+00,+458.4440E-03,+549.5815E-03
+1.5646094E+00,+458.8348E-03,+544.1097E-03
+1.5653125E+00,+458.8348E-03,+541.0387E-03
+1.5660156E+00,+458.8348E-03,+538.9729E-03
+1.5667188E+00,+458.9465E-03,+534.0594E-03
+1.5674219E+00,+459.3373E-03,+526.2425E-03
+1.5681250E+00,+459.3373E-03,+520.2124E-03
+1.5688281E+00,+459.4490E-03,+517.2532E-03
+1.5695313E+00,+459.8398E-03,+513.0656E-03
+1.5702344E+00,+459.8398E-03,+510.2738E-03
+1.5709375E+00,+459.8398E-03,+507.7054E-03
+1.5716406E+00,+459.9515E-03,+502.8478E-03
+1.5723438E+00,+460.3423E-03,+497.1527E-03
+1.5730469E+00,+460.3423E-03,+493.0767E-03
+1.5737500E+00,+460.4540E-03,+490.2291E-03
